db_id	quality	adom_id	substrate	smiles	module	nrps_prot_id	adom_protein_start	adom_protein_end	adom_nucleotide_start_end_strand	locus_tag	genomic_id	mibig_id	neighbours	taxid	lineage
ADD0785	gold	HUT15_07620_AMP-binding.1	glycine	NCC(=O)O	1	QKW60392.1	480.0	880.0	(1782064, 1783264, '(-)')	HUT15_07620	CP054920	BGC0002288	['HUT15_07620_PCP.1', 'HUT15_07620_Condensation_LCL.1']	2742134	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. NA03103'}
ADD0786	gold	HUT15_07625_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QKW60393.1	503.0	889.0	(1786029, 1787187, '(-)')	HUT15_07625	CP054920	BGC0002288	['HUT15_07625_Thioesterase.1', 'HUT15_07625_PCP.1', 'HUT15_07625_Condensation_LCL.1']	2742134	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. NA03103'}
ADD0793	gold	ATEG_10305_AMP-binding.1	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	1	EAU29302.1	213.0	609.0	(247136, 248324, '(-)')	ATEG_10305	CH476610	BGC0002272	['ATEG_10305_Epimerization.1', 'ATEG_10305_Condensation_DCL.1', 'ATEG_10305_PCP.1']	341663	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus terreus'}
ADD0794	gold	ATEG_10305_AMP-binding.2	anthranilic acid	C1=CC=C(C(=C1)C(=O)O)N	2	EAU29302.1	1297.0	1685.0	(243908, 245072, '(-)')	ATEG_10305	CH476610	BGC0002272	['ATEG_10305_PCP.2']	341663	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus terreus'}
ADD0948	gold	DMH02_027335_AMP-binding.1	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	1	MCC5036784.1	473.0	867.0	(633528, 634710, '(+)')	DMH02_027335	QHKJ02000004	BGC0002638	['DMH02_027335_NRPS-COM_Nterm.1', 'DMH02_027335_Cglyc.1', 'DMH02_027335_PCP.1', 'DMH02_027335_Epimerization.1', 'DMH02_027335_TIGR01720.1', 'DMH02_027335_NRPS-COM_Cterm.1']	2203201	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. WAC 00631'}
ADD0949	gold	DMH02_027340_AMP-binding.1	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	1	MCC5036785.1	465.0	861.0	(638168, 639356, '(+)')	DMH02_027340	QHKJ02000004	BGC0002638	['DMH02_027340_NRPS-COM_Nterm.1', 'DMH02_027340_Cglyc.1', 'DMH02_027340_PCP.1', 'DMH02_027340_Epimerization.1', 'DMH02_027340_TIGR01720.1', 'DMH02_027340_NRPS-COM_Cterm.1']	2203201	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. WAC 00631'}
ADD0950	gold	DMH02_027340_AMP-binding.2	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	2	MCC5036785.1	2015.0	2409.0	(642818, 644000, '(+)')	DMH02_027340	QHKJ02000004	BGC0002638	['DMH02_027340_Cglyc.2', 'DMH02_027340_PCP.2', 'DMH02_027340_Epimerization.2', 'DMH02_027340_TIGR01720.2']	2203201	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. WAC 00631'}
ADD0951	gold	DMH02_027340_AMP-binding.3	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	3	MCC5036785.1	3548.0	3946.0	(647417, 648611, '(+)')	DMH02_027340	QHKJ02000004	BGC0002638	['DMH02_027340_Cglyc.3', 'DMH02_027340_PCP.3', 'DMH02_027340_Epimerization.3', 'DMH02_027340_TIGR01720.3']	2203201	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. WAC 00631'}
ADD0985	gold	QDJ74273.1_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	QDJ74273.1	465.0	882.0	(25336, 26587, '(+)')	QDJ74273.1	MK371213	BGC0002109	['QDJ74273.1_Condensation_Starter.1', 'QDJ74273.1_PCP.1', 'QDJ74273.1_Epimerization.1', 'QDJ74273.1_TIGR01720.1', 'QDJ74273.1_Cglyc.1', 'QDJ74273.1_Condensation_DCL.1', 'QDJ74273.1_Condensation_LCL.1', 'QDJ74273.1_nMT.1']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0986	gold	QDJ74273.1_AMP-binding.2	asparagine	C([C@@H](C(=O)O)N)C(=O)N	2	QDJ74273.1	2016.0	2421.0	(29989, 31204, '(+)')	QDJ74273.1	MK371213	BGC0002109	['QDJ74273.1_PCP.2', 'QDJ74273.1_Epimerization.2', 'QDJ74273.1_TIGR01720.2']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0987	gold	QDJ74273.1_AMP-binding.3	isoleucine	CC[C@H](C)[C@@H](C(=O)O)N	3	QDJ74273.1	3566.0	3968.0	(34639, 35845, '(+)')	QDJ74273.1	MK371213	BGC0002109	['QDJ74273.1_PCP.3']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0988	gold	QDJ74273.1_AMP-binding.4	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	4	QDJ74273.1	4633.0	5030.0	(37840, 39031, '(+)')	QDJ74273.1	MK371213	BGC0002109	['QDJ74273.1_PCP.4']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0989	gold	QDJ74274.1_AMP-binding.1	valine	CC(C)[C@@H](C(=O)O)N	1	QDJ74274.1	471.0	873.0	(42336, 43542, '(+)')	QDJ74274.1	MK371213	BGC0002109	['QDJ74274.1_NRPS-COM_Nterm.1', 'QDJ74274.1_Cglyc.1']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0990	gold	QDJ74275.1_AMP-binding.1	glycine	NCC(=O)O	1	QDJ74275.1	518.0	914.0	(45505, 46693, '(+)')	QDJ74275.1	MK371213	BGC0002109	['QDJ74275.1_Condensation_LCL.1', 'QDJ74275.1_PCP.1', 'QDJ74275.1_Epimerization.1', 'QDJ74275.1_TIGR01720.1', 'QDJ74275.1_Condensation_DCL.1', 'QDJ74275.1_Thioesterase.1']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0991	gold	QDJ74275.1_AMP-binding.2	glycine	NCC(=O)O	2	QDJ74275.1	1577.0	1973.0	(48682, 49870, '(+)')	QDJ74275.1	MK371213	BGC0002109	['QDJ74275.1_Condensation_LCL.2', 'QDJ74275.1_PCP.2']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0992	gold	QDJ74275.1_AMP-binding.3	valine	CC(C)[C@@H](C(=O)O)N	3	QDJ74275.1	2634.0	3030.0	(51853, 53041, '(+)')	QDJ74275.1	MK371213	BGC0002109	['QDJ74275.1_Condensation_LCL.3', 'QDJ74275.1_PCP.3']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD0993	gold	QDJ74275.1_AMP-binding.4	leucine	CC(C)C[C@@H](C(=O)O)N	4	QDJ74275.1	4173.0	4564.0	(56470, 57643, '(+)')	QDJ74275.1	MK371213	BGC0002109	['QDJ74275.1_PCP.4']	1871188	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Kitasatospora', 'species': 'Kitasatospora sp.'}
ADD1014	gold	AN5318.2_AMP-binding.1	betaine	C[N+](C)(C)CC(=O)O	1	EAA62478.1	13.0	413.0	(718120, 719320, '(+)')	AN5318.2	CH236925	BGC0002276	['AN5318.2_PP-binding.1', 'AN5318.2_TD.1']	227321	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus nidulans'}
ADD1024	gold	FM076_21195_AMP-binding.1	lysine	C(CCN)C[C@@H](C(=O)O)N	1	NSC23530.1	535.0	930.0	(4776133, 4777318, '(-)')	FM076_21195	VJOK01000001	BGC0002359	['FM076_21195_Thioesterase.1', 'FM076_21195_PCP.1', 'FM076_21195_Condensation_Starter.1']	337066	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces albus'}
ADD1028	gold	AGRA3207_002700_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	QXJ26485.1	369.0	769.0	(3060908, 3062108, '(-)')	AGRA3207_002700	CP059572	BGC0002370	['AGRA3207_002700_PCP.1']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1029	gold	AGRA3207_002706_AMP-binding.1	2S-methyl-3-oxobutyrine	CC(=O)[C@](C)(N)C(=O)O	1	QXJ21807.1	465.0	856.0	(3072266, 3073439, '(-)')	AGRA3207_002706	CP059572	BGC0002370	['AGRA3207_002706_Thioesterase.1', 'AGRA3207_002706_PCP.1', 'AGRA3207_002706_Condensation_LCL.1']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1030	gold	AGRA3207_002706_AMP-binding.2	glycine	NCC(=O)O	2	QXJ21807.1	1528.0	1908.0	(3069110, 3070250, '(-)')	AGRA3207_002706	CP059572	BGC0002370	['AGRA3207_002706_PCP.2', 'AGRA3207_002706_Condensation_LCL.2']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1031	gold	AGRA3207_002707_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QXJ21808.1	469.0	875.0	(3082909, 3084127, '(-)')	AGRA3207_002707	CP059572	BGC0002370	['AGRA3207_002707_Heterocyclization.1', 'AGRA3207_002707_PCP.1', 'AGRA3207_002707_Condensation_LCL.1']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1032	gold	AGRA3207_002707_AMP-binding.2	cysteine	C([C@@H](C(=O)O)N)S	2	QXJ21808.1	1534.0	1949.0	(3079687, 3080932, '(-)')	AGRA3207_002707	CP059572	BGC0002370	['AGRA3207_002707_Condensation_LCL.2', 'AGRA3207_002707_PCP.2']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1033	gold	AGRA3207_002707_AMP-binding.3	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	3	QXJ21808.1	3001.0	3389.0	(3075367, 3076531, '(-)')	AGRA3207_002707	CP059572	BGC0002370	['AGRA3207_002707_PCP.3']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1034	gold	AGRA3207_002708_AMP-binding.1	2-aminobutyric acid	CC[C@@H](C(=O)O)N	1	QXJ21809.1	18.0	395.0	(3092535, 3093666, '(-)')	AGRA3207_002708	CP059572	BGC0002370	['AGRA3207_002708_nMT.1', 'AGRA3207_002708_Condensation_DCL.1', 'AGRA3207_002708_PCP.1']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1035	gold	AGRA3207_002708_AMP-binding.2	glycine	NCC(=O)O	2	QXJ21809.1	1750.0	2136.0	(3087312, 3088470, '(-)')	AGRA3207_002708	CP059572	BGC0002370	['AGRA3207_002708_Condensation_DCL.2', 'AGRA3207_002708_PCP.2']	2750812	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Thermomonosporaceae', 'genus': 'Actinomadura', 'species': 'Actinomadura graeca'}
ADD1086	gold	frsG_AMP-binding.1	leucine	CC(C)C[C@@H](C(=O)O)N	1	QPI18729.1	464.0	851.0	(27360, 28521, '(+)')	frsG	MT876545	BGC0002125	['frsG_NRPS-COM_Nterm.1', 'frsG_Condensation_DCL.1', 'frsG_PCP.1', 'frsG_Condensation_LCL.1', 'frsG_nMT.1', 'frsG_Thioesterase.1']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1087	gold	frsG_AMP-binding.2	O-methylthreonine	C[C@H]([C@@H](C(=O)O)N)OC	2	QPI18729.1	1506.0	1918.0	(30486, 31722, '(+)')	frsG	MT876545	BGC0002125	['frsG_PCP.2']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1088	gold	frsF_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QPI18728.1	467.0	861.0	(19823, 21005, '(+)')	frsF	MT876545	BGC0002125	['frsF_NRPS-COM_Nterm.1', 'frsF_Condensation_DCL.1', 'frsF_PCP.1', 'frsF_Condensation_LCL.1', 'frsF_nMT.1']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1089	gold	frsF_AMP-binding.2	alanine	C[C@@H](C(=O)O)N	2	QPI18728.1	1522.0	1916.0	(22988, 24170, '(+)')	frsF	MT876545	BGC0002125	['frsF_PCP.2']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1090	gold	frsE_AMP-binding.1	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	1	QPI18727.1	480.0	879.0	(10822, 12019, '(+)')	frsE	MT876545	BGC0002125	['frsE_Condensation_LCL.1', 'frsE_PCP.1', 'frsE_Epimerization.1', 'frsE_TIGR01720.1', 'frsE_Condensation_DCL.1', 'frsE_nMT.1']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1091	gold	frsE_AMP-binding.2	serine	C([C@@H](C(=O)O)N)O	2	QPI18727.1	2008.0	2414.0	(15406, 16624, '(+)')	frsE	MT876545	BGC0002125	['frsE_PCP.2']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1092	gold	frsD_AMP-binding.1	leucine	CC(C)C[C@@H](C(=O)O)N	1	QPI18726.1	446.0	833.0	(7637, 8798, '(+)')	frsD	MT876545	BGC0002125	['frsD_Condensation_Starter.1', 'frsD_PCP.1']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1093	gold	frsA_AMP-binding.1	leucine	CC(C)C[C@@H](C(=O)O)N	1	QPI18723.1	463.0	850.0	(2528, 3689, '(+)')	frsA	MT876545	BGC0002125	['frsA_Condensation_Starter.1', 'frsA_PCP.1', 'frsA_Thioesterase.1']	1108595	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Neisseriales', 'family': 'Chromobacteriaceae', 'genus': 'Chromobacterium', 'species': 'Chromobacterium vaccinii'}
ADD1094	gold	ATEG_00700_AMP-binding.1	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	1	EAU39346.1	45.0	462.0	(1970275, 1971526, '(-)')	ATEG_00700	CH476594	BGC0002271	['ATEG_00700_Thioesterase.1', 'ATEG_00700_PP-binding.1']	341663	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus terreus'}
ADD1127	gold	FGSG_10990_AMP-binding.1	4-aminobutyric acid	NCCCC(=O)O	1	ESU17758.1	198.0	591.0	(6038450, 6039629, '(-)')	FGSG_10990	CM000576	BGC0002172	['FGSG_10990_PCP.1']	229533	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Nectriaceae', 'genus': 'Fusarium', 'species': 'Fusarium graminearum'}
ADD1128	gold	QWM97319.1_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	QWM97319.1	459.0	865.0	(20782, 22000, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_Condensation_Starter.1', 'QWM97319.1_PCP.1', 'QWM97319.1_Condensation_LCL.1', 'QWM97319.1_Epimerization.1', 'QWM97319.1_TIGR01720.1', 'QWM97319.1_Condensation_DCL.1', 'QWM97319.1_nMT.1']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1129	gold	QWM97319.1_AMP-binding.2	arginine	C(C[C@@H](C(=O)O)N)CN=C(N)N	2	QWM97319.1	1511.0	1918.0	(23938, 25159, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_PCP.2', 'QWM97319.1_Condensation_LCL.2', 'QWM97319.1_Epimerization.2', 'QWM97319.1_TIGR01720.2', 'QWM97319.1_Condensation_DCL.2']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1130	gold	QWM97319.1_AMP-binding.3	serine	C([C@@H](C(=O)O)N)O	3	QWM97319.1	3029.0	3440.0	(28492, 29725, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_PCP.3', 'QWM97319.1_Condensation_LCL.3', 'QWM97319.1_Epimerization.3', 'QWM97319.1_TIGR01720.3']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1131	gold	QWM97319.1_AMP-binding.4	glycine	NCC(=O)O	4	QWM97319.1	4091.0	4490.0	(31678, 32875, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_PCP.4', 'QWM97319.1_Condensation_LCL.4']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1132	gold	QWM97319.1_AMP-binding.5	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	5	QWM97319.1	5155.0	5548.0	(34870, 36049, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_PCP.5']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1133	gold	QWM97319.1_AMP-binding.6	leucine	CC(C)C[C@@H](C(=O)O)N	6	QWM97319.1	7091.0	7492.0	(40678, 41881, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_PCP.6']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1134	gold	QWM97319.1_AMP-binding.7	arginine	C(C[C@@H](C(=O)O)N)CN=C(N)N	7	QWM97319.1	8150.0	8559.0	(43855, 45082, '(+)')	QWM97319.1	MT410681	BGC0002384	['QWM97319.1_PCP.7']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1135	gold	QWM97320.1_AMP-binding.1	glutamic acid	C(CC(=O)O)[C@@H](C(=O)O)N	1	QWM97320.1	462.0	864.0	(48470, 49676, '(+)')	QWM97320.1	MT410681	BGC0002384	['QWM97320.1_NRPS-COM_Nterm.1', 'QWM97320.1_Condensation_DCL.1', 'QWM97320.1_PCP.1', 'QWM97320.1_Condensation_LCL.1', 'QWM97320.1_Epimerization.1', 'QWM97320.1_TIGR01720.1', 'QWM97320.1_Thioesterase.1']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1136	gold	QWM97320.1_AMP-binding.2	glutamine	C(CC(=O)N)[C@@H](C(=O)O)N	2	QWM97320.1	1517.0	1924.0	(51635, 52856, '(+)')	QWM97320.1	MT410681	BGC0002384	['QWM97320.1_PCP.2', 'QWM97320.1_Condensation_DCL.2', 'QWM97320.1_Epimerization.2', 'QWM97320.1_TIGR01720.2', 'QWM97320.1_Condensation_LCL.2']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1137	gold	QWM97320.1_AMP-binding.3	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	3	QWM97320.1	3038.0	3439.0	(56198, 57401, '(+)')	QWM97320.1	MT410681	BGC0002384	['QWM97320.1_PCP.3', 'QWM97320.1_Condensation_DCL.3']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
ADD1138	gold	QWM97320.1_AMP-binding.4	isoleucine	CC[C@H](C)[C@@H](C(=O)O)N	4	QWM97320.1	4569.0	4963.0	(60791, 61973, '(+)')	QWM97320.1	MT410681	BGC0002384	['QWM97320.1_PCP.4']	72226	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp.'}
